Sat1.X                    Sat1.Y                    Sat1.Z                    Sat1.ElapsedDays          Sat1.RAAN                 Sat1.Earth.RMAG           
-1639.5                   5462.31                   -4749                     2.49762                   100.419                   7421.44                   
-1645.15                  5932.35                   -4144.92                  2.49883                   100.42                    7421.57                   
-1633.32                  6339.19                   -3496.94                  2.50004                   100.42                    7421.71                   
-1604.15                  6678.56                   -2811.98                  2.50125                   100.42                    7421.84                   
-1557.96                  6946.91                   -2097.32                  2.50246                   100.421                   7421.97                   
-1495.25                  7141.46                   -1360.53                  2.50366                   100.421                   7422.08                   
-1416.68                  7260.17                   -609.427                  2.50487                   100.421                   7422.16                   
-1323.09                  7301.85                   148.057                   2.50608                   100.421                   7422.23                   
-1215.46                  7266.05                   903.935                   2.50729                   100.421                   7422.26                   
-1094.94                  7153.18                   1650.23                   2.50849                   100.421                   7422.27                   
-962.786                  6964.4                    2379.08                   2.5097                    100.421                   7422.25                   
-820.392                  6701.71                   3082.75                   2.51091                   100.421                   7422.22                   
-669.255                  6367.85                   3753.84                   2.51212                   100.422                   7422.18                   
-510.967                  5966.31                   4385.22                   2.51332                   100.422                   7422.13                   
-347.196                  5501.3                    4970.18                   2.51453                   100.423                   7422.09                   
-179.672                  4977.7                    5502.49                   2.51574                   100.424                   7422.07                   
-10.1666                  4401.01                   5976.46                   2.51695                   100.425                   7422.07                   
159.521                   3777.33                   6387.02                   2.51816                   100.427                   7422.11                   
327.584                   3113.26                   6729.72                   2.51937                   100.428                   7422.19                   
492.23                    2415.86                   7000.87                   2.52058                   100.43                    7422.32                   
651.701                   1692.53                   7197.52                   2.5218                    100.431                   7422.51                   
804.288                   950.998                   7317.51                   2.52301                   100.433                   7422.75                   
948.352                   199.208                   7359.53                   2.52422                   100.435                   7423.06                   
1082.35                   -554.808                  7323.1                    2.52543                   100.437                   7423.42                   
1204.85                   -1302.98                  7208.59                   2.52665                   100.438                   7423.83                   
1314.53                   -2037.28                  7017.23                   2.52786                   100.44                    7424.29                   
1410.21                   -2749.85                  6751.07                   2.52907                   100.442                   7424.78                   
1490.89                   -3433.06                  6412.98                   2.53028                   100.443                   7425.29                   
1555.69                   -4079.62                  6006.61                   2.5315                    100.444                   7425.82                   
1603.94                   -4682.63                  5536.33                   2.53271                   100.446                   7426.34                   
1635.12                   -5235.68                  5007.21                   2.53392                   100.446                   7426.85                   
1648.91                   -5732.91                  4424.92                   2.53513                   100.447                   7427.32                   
1645.18                   -6169.07                  3795.7                    2.53634                   100.448                   7427.74                   
1637.43                   -6350.73                  3487.28                   2.53691                   100.448                   7427.92                   
1630.83                   -6454.37                  3295.01                   2.53725                   100.448                   7428.02                   
1622.72                   -6553.51                  3097.63                   2.5376                    100.448                   7428.12                   
1588.43                   -6823.82                  2468.46                   2.53868                   100.448                   7428.38                   
1534.97                   -7054.27                  1750.78                   2.53988                   100.449                   7428.6                    
1464.77                   -7212.94                  1006.9                    2.54109                   100.449                   7428.72                   
1378.97                   -7295.31                  251.525                   2.5423                    100.449                   7428.75                   
1278.53                   -7300.29                  -506.557                  2.5435                    100.449                   7428.69                   
1164.53                   -7227.81                  -1259.24                  2.54471                   100.449                   7428.53                   
1038.17                   -7078.65                  -1998.57                  2.54592                   100.449                   7428.28                   
900.775                   -6854.37                  -2716.72                  2.54713                   100.449                   7427.94                   
753.802                   -6557.32                  -3406.11                  2.54834                   100.449                   7427.53                   
598.797                   -6190.62                  -4059.41                  2.54955                   100.45                    7427.05                   
437.394                   -5758.11                  -4669.71                  2.55076                   100.45                    7426.53                   
271.298                   -5264.35                  -5230.49                  2.55197                   100.451                   7425.97                   
102.265                   -4714.51                  -5735.79                  2.55318                   100.452                   7425.38                   
-67.9101                  -4114.41                  -6180.18                  2.55439                   100.453                   7424.8                    
-237.416                  -3470.41                  -6558.88                  2.5556                    100.455                   7424.22                   
-404.445                  -2789.35                  -6867.82                  2.55681                   100.456                   7423.67                   
-567.212                  -2078.47                  -7103.63                  2.55803                   100.458                   7423.16                   
-723.978                  -1345.37                  -7263.77                  2.55924                   100.46                    7422.7                    
-814.002                  -900.37                   -7322.54                  2.55996                   100.461                   7422.45                   
-873.726                  -594.412                  -7346.69                  2.56046                   100.462                   7422.3                    
-937.802                  -255.763                  -7358.21                  2.561                     100.462                   7422.14                   
-1061.67                  433.441                   -7332.73                  2.56211                   100.464                   7421.86                   
-1185.17                  1175.48                   -7231.46                  2.56331                   100.466                   7421.61                   
-1297.24                  1911.66                   -7052.69                  2.56452                   100.468                   7421.44                   
-1395.61                  2628.09                   -6798.64                  2.56573                   100.469                   7421.33                   
-1479.12                  3316.45                   -6472.16                  2.56694                   100.471                   7421.28                   
-1546.88                  3969.32                   -6076.78                  2.56815                   100.472                   7421.29                   
-1598.15                  4579.73                   -5616.79                  2.56937                   100.473                   7421.34                   
-1632.42                  5141.21                   -5097.13                  2.57058                   100.474                   7421.43                   
-1649.33                  5647.83                   -4523.39                  2.57179                   100.475                   7421.54                   
-1648.71                  6094.24                   -3901.7                   2.57299                   100.476                   7421.67                   
-1630.57                  6475.73                   -3238.72                  2.5742                    100.476                   7421.81                   
-1595.13                  6788.33                   -2541.49                  2.57541                   100.476                   7421.93                   
-1542.76                  7028.77                   -1817.45                  2.57662                   100.477                   7422.05                   
-1474.04                  7194.54                   -1074.24                  2.57783                   100.477                   7422.15                   
-1389.68                  7283.95                   -319.743                  2.57903                   100.477                   7422.22                   
-1290.59                  7296.06                   438.077                   2.58024                   100.477                   7422.26                   
-1177.81                  7230.77                   1191.23                   2.58145                   100.477                   7422.28                   
-1052.53                  7088.77                   1931.76                   2.58266                   100.477                   7422.28                   
-916.062                  6871.55                   2651.86                   2.58386                   100.477                   7422.25                   
-769.849                  6581.39                   3343.91                   2.58507                   100.477                   7422.2                    
-615.426                  6221.31                   4000.61                   2.58628                   100.478                   7422.15                   
-454.418                  5795.09                   4614.97                   2.58749                   100.478                   7422.1                    
-288.526                  5307.19                   5180.48                   2.5887                    100.479                   7422.05                   
-119.502                  4762.75                   5691.09                   2.58991                   100.48                    7422.03                   
50.8636                   4167.49                   6141.34                   2.59112                   100.481                   7422.04                   
220.761                   3527.71                   6526.4                    2.59233                   100.482                   7422.09                   
388.382                   2850.18                   6842.1                    2.59354                   100.484                   7422.18                   
551.937                   2142.11                   7085.03                   2.59475                   100.486                   7422.33                   
709.675                   1411.04                   7252.54                   2.59596                   100.487                   7422.53                   
859.908                   664.779                   7342.78                   2.59717                   100.489                   7422.79                   
1001.02                   -88.688                   7354.78                   2.59839                   100.491                   7423.12                   
1131.51                   -841.297                  7288.36                   2.5996                    100.493                   7423.49                   
1249.96                   -1584.98                  7144.23                   2.60081                   100.494                   7423.92                   
1355.11                   -2311.78                  6923.94                   2.60202                   100.496                   7424.39                   
1445.84                   -3013.9                   6629.86                   2.60324                   100.498                   7424.9                    
1521.17                   -3683.84                  6265.16                   2.60445                   100.499                   7425.42                   
1580.31                   -4314.46                  5833.77                   2.60566                   100.5                     7425.95                   
1622.63                   -4899.02                  5340.33                   2.60687                   100.501                   7426.47                   
1647.7                    -5431.34                  4790.14                   2.60808                   100.502                   7426.97                   
1655.24                   -5905.77                  4189.12                   2.60929                   100.503                   7427.43                   
1645.2                    -6317.3                   3543.69                   2.6105                    100.503                   7427.83                   
1640.26                   -6404.93                  3385.32                   2.61079                   100.503                   7427.92                   
1634.94                   -6481.19                  3239.8                    2.61105                   100.503                   7428                      
1616.97                   -6667.68                  2846.99                   2.61174                   100.503                   7428.18                   
1575.21                   -6925.14                  2177.79                   2.61287                   100.504                   7428.43                   
1515.01                   -7126.88                  1447.99                   2.61407                   100.504                   7428.61                   
1438.44                   -7254.57                  698.388                   2.61528                   100.504                   7428.71                   
1346.58                   -7305.4                   -59.0713                  2.61649                   100.504                   7428.7                    
1240.42                   -7278.72                  -815.912                  2.6177                    100.504                   7428.61                   
1121.1                    -7174.82                  -1564.08                  2.61891                   100.504                   7428.41                   
989.882                   -6994.8                   -2295.67                  2.62012                   100.504                   7428.13                   
848.14                    -6740.53                  -3002.94                  2.62133                   100.504                   7427.77                   
697.37                    -6414.68                  -3678.42                  2.62254                   100.505                   7427.33                   
539.161                   -6020.68                  -4314.93                  2.62375                   100.505                   7426.84                   
375.183                   -5562.65                  -4905.72                  2.62496                   100.506                   7426.3                    
207.169                   -5045.41                  -5444.49                  2.62617                   100.507                   7425.73                   
36.8982                   -4474.41                  -5925.47                  2.62738                   100.508                   7425.15                   
-133.817                  -3855.7                   -6343.5                   2.62859                   100.509                   7424.57                   
-303.16                   -3195.83                  -6694.08                  2.6298                    100.511                   7424.01                   
-469.324                  -2501.82                  -6973.43                  2.63101                   100.512                   7423.48                   
-630.535                  -1781.07                  -7178.51                  2.63222                   100.514                   7422.99                   
-785.062                  -1041.27                  -7307.11                  2.63344                   100.516                   7422.56                   
-826.768                  -832.474                  -7329.13                  2.63377                   100.516                   7422.45                   
-866.695                  -628.634                  -7344.72                  2.6341                    100.517                   7422.34                   
-971.707                  -72.4651                  -7357.85                  2.635                     100.518                   7422.09                   
-1100.57                  655.775                   -7310.4                   2.63617                   100.52                    7421.81                   
-1221.93                  1399.42                   -7185.3                   2.63738                   100.522                   7421.59                   
-1330.71                  2130.61                   -6983.37                  2.63859                   100.523                   7421.44                   
-1425.35                  2839.24                   -6706.98                  2.6398                    100.525                   7421.35                   
-1504.82                  3517.49                   -6359.15                  2.64101                   100.526                   7421.32                   
-1568.25                  4158.12                   -5943.65                  2.64222                   100.528                   7421.34                   
-1614.98                  4754.29                   -5464.97                  2.64343                   100.529                   7421.41                   
-1644.53                  5299.68                   -4928.26                  2.64464                   100.53                    7421.51                   
-1656.6                   5788.53                   -4339.26                  2.64585                   100.531                   7421.63                   
-1651.05                  6215.68                   -3704.3                   2.64706                   100.531                   7421.76                   
-1627.98                  6576.66                   -3030.14                  2.64827                   100.531                   7421.89                   
-1587.62                  6867.68                   -2323.97                  2.64948                   100.532                   7422.02                   
-1530.43                  7085.71                   -1593.26                  2.65069                   100.532                   7422.13                   
-1457                     7228.5                    -845.775                  2.65189                   100.532                   7422.22                   
-1368.13                  7294.55                   -89.4098                  2.6531                    100.532                   7422.28                   
-1264.75                  7283.22                   667.851                   2.65431                   100.532                   7422.32                   
-1147.95                  7194.61                   1418.01                   2.65552                   100.532                   7422.33                   
-1018.96                  7029.68                   2153.16                   2.65672                   100.532                   7422.31                   
-879.14                   6790.14                   2865.55                   2.65793                   100.532                   7422.28                   
-729.96                   6478.5                    3547.64                   2.65914                   100.533                   7422.23                   
-572.99                   6098.02                   4192.19                   2.66035                   100.533                   7422.18                   
-409.884                  5652.69                   4792.39                   2.66156                   100.534                   7422.12                   
-242.361                  5147.17                   5341.84                   2.66277                   100.534                   7422.09                   
-72.1952                  4586.79                   5834.67                   2.66397                   100.535                   7422.07                   
98.8071                   3977.46                   6265.58                   2.66519                   100.537                   7422.09                   
268.831                   3325.61                   6629.96                   2.6664                    100.538                   7422.15                   
436.062                   2638.18                   6923.86                   2.66761                   100.539                   7422.26                   
598.717                   1922.46                   7144.09                   2.66882                   100.541                   7422.42                   
755.054                   1186.09                   7288.26                   2.67003                   100.543                   7422.64                   
903.398                   436.935                   7354.78                   2.67124                   100.545                   7422.93                   
1042.16                   -316.996                  7342.91                   2.67246                   100.546                   7423.26                   
1169.85                   -1067.61                  7252.75                   2.67367                   100.548                   7423.66                   
1285.09                   -1806.88                  7085.26                   2.67488                   100.55                    7424.1                    
1386.66                   -2526.89                  6842.25                   2.67609                   100.551                   7424.58                   
1473.47                   -3219.91                  6526.33                   2.67731                   100.553                   7425.09                   
1544.59                   -3878.57                  6140.9                    2.67852                   100.554                   7425.61                   
1599.27                   -4495.81                  5690.12                   2.67973                   100.555                   7426.14                   
1636.93                   -5065.09                  5178.84                   2.68094                   100.556                   7426.65                   
1657.19                   -5580.36                  4612.55                   2.68215                   100.557                   7427.13                   
1659.83                   -6036.16                  3997.33                   2.68336                   100.558                   7427.57                   
1644.83                   -6427.69                  3339.74                   2.68457                   100.558                   7427.96                   
1612.78                   -6748.01                  2653.77                   2.68577                   100.559                   7428.27                   
1563.45                   -6999.88                  1933.92                   2.68698                   100.559                   7428.5                    
1497.49                   -7177.69                  1192.97                   2.68819                   100.559                   7428.65                   
1415.65                   -7279.32                  439.378                   2.6894                    100.559                   7428.71                   
1318.8                    -7303.71                  -318.821                  2.69061                   100.559                   7428.66                   
1207.96                   -7250.6                   -1073.59                  2.69181                   100.559                   7428.53                   
1084.3                    -7120.57                  -1816.97                  2.69302                   100.559                   7428.3                    
949.123                   -6914.97                  -2541.1                   2.69423                   100.559                   7427.98                   
803.855                   -6635.97                  -3238.32                  2.69544                   100.559                   7427.59                   
650.026                   -6286.49                  -3901.24                  2.69665                   100.56                    7427.13                   
489.256                   -5870.19                  -4522.84                  2.69786                   100.56                    7426.61                   
323.244                   -5391.44                  -5096.49                  2.69907                   100.561                   7426.06                   
153.748                   -4855.29                  -5616.08                  2.70028                   100.562                   7425.49                   
-17.4342                  -4267.4                   -6076.03                  2.70149                   100.563                   7424.9                    
-188.485                  -3633.98                  -6471.42                  2.7027                    100.565                   7424.33                   
-357.582                  -2961.76                  -6797.98                  2.70392                   100.566                   7423.78                   
-522.917                  -2257.9                   -7052.18                  2.70513                   100.568                   7423.26                   
-682.721                  -1529.91                  -7231.26                  2.70634                   100.57                    7422.79                   
-806.933                  -927.872                  -7319.89                  2.70732                   100.571                   7422.46                   
-900.29                   -451.804                  -7353.55                  2.70809                   100.572                   7422.22                   
-1016.14                  171.331                   -7350.07                  2.70909                   100.574                   7421.95                   
-1143.7                   907.251                   -7276.7                   2.71028                   100.576                   7421.7                    
-1261.7                   1647.65                   -7125.45                  2.71149                   100.577                   7421.5                    
-1366.52                  2371.99                   -6898.05                  2.7127                    100.579                   7421.38                   
-1456.82                  3071.09                   -6597.12                  2.71391                   100.581                   7421.32                   
-1531.59                  3737.34                   -6225.95                  2.71512                   100.582                   7421.31                   
-1590.06                  4363.61                   -5788.54                  2.71633                   100.583                   7421.36                   
-1631.59                  4943.25                   -5289.62                  2.71754                   100.584                   7421.44                   
-1655.77                  5470.11                   -4734.54                  2.71875                   100.585                   7421.56                   
-1662.34                  5938.63                   -4129.26                  2.71996                   100.586                   7421.69                   
-1651.25                  6343.88                   -3480.25                  2.72117                   100.586                   7421.83                   
-1622.63                  6681.6                    -2794.44                  2.72238                   100.587                   7421.97                   
-1576.79                  6948.28                   -2079.12                  2.72359                   100.587                   7422.1                    
-1514.23                  7141.13                   -1341.87                  2.7248                    100.587                   7422.21                   
-1435.6                   7258.16                   -590.49                   2.726                     100.587                   7422.3                    
-1341.76                  7298.16                   167.074                   2.72721                   100.587                   7422.35                   
-1233.69                  7260.73                   922.831                   2.72842                   100.587                   7422.39                   
-1112.52                  7146.28                   1668.8                    2.72963                   100.587                   7422.39                   
-979.536                  6956                      2397.12                   2.73083                   100.587                   7422.37                   
-836.132                  6691.88                   3100.11                   2.73204                   100.587                   7422.33                   
-683.818                  6356.68                   3770.31                   2.73325                   100.588                   7422.28                   
-524.198                  5953.92                   4400.63                   2.73446                   100.588                   7422.23                   
-358.956                  5487.82                   4984.37                   2.73567                   100.589                   7422.19                   
-189.837                  4963.26                   5515.29                   2.73688                   100.59                    7422.16                   
-18.6309                  4385.77                   5987.74                   2.73809                   100.591                   7422.16                   
152.845                   3761.46                   6396.64                   2.7393                    100.592                   7422.19                   
322.763                   3096.93                   6737.57                   2.74051                   100.594                   7422.27                   
489.315                   2399.24                   7006.87                   2.74172                   100.595                   7422.4                    
650.721                   1675.82                   7201.59                   2.74293                   100.597                   7422.58                   
805.252                   934.371                   7319.62                   2.74414                   100.599                   7422.82                   
951.249                   182.849                   7359.65                   2.74535                   100.6                     7423.12                   
1087.15                   -570.724                  7321.23                   2.74657                   100.602                   7423.48                   
1211.5                    -1318.28                  7204.75                   2.74778                   100.604                   7423.89                   
1322.95                   -2051.8                   7011.47                   2.74899                   100.606                   7424.34                   
1420.33                   -2763.43                  6743.45                   2.7502                    100.607                   7424.82                   
1502.59                   -3445.56                  6403.59                   2.75142                   100.609                   7425.33                   
1568.85                   -4090.91                  5995.54                   2.75263                   100.61                    7425.86                   
1618.41                   -4692.59                  5523.71                   2.75384                   100.611                   7426.37                   
1650.76                   -5244.2                   4993.17                   2.75505                   100.612                   7426.87                   
1665.56                   -5739.9                   4409.62                   2.75626                   100.613                   7427.33                   
1662.65                   -6174.46                  3779.3                    2.75747                   100.613                   7427.75                   
1655.68                   -6346.71                  3485.97                   2.75801                   100.614                   7427.92                   
1649.65                   -6446.37                  3301.26                   2.75834                   100.614                   7428.01                   
1641.7                    -6547.69                  3099.89                   2.7587                    100.614                   7428.11                   
1612.7                    -6790.78                  2542.59                   2.75966                   100.614                   7428.34                   
1562.44                   -7026.22                  1836.94                   2.76084                   100.614                   7428.55                   
1494.73                   -7193.74                  1095.94                   2.76205                   100.614                   7428.68                   
1411.02                   -7285.48                  341.522                   2.76325                   100.614                   7428.71                   
1312.33                   -7299.94                  -416.674                  2.76446                   100.614                   7428.65                   
1199.72                   -7236.94                  -1170.44                  2.76567                   100.615                   7428.5                    
1074.37                   -7097.17                  -1911.79                  2.76688                   100.615                   7428.25                   
937.617                   -6882.07                  -2632.89                  2.76809                   100.615                   7427.92                   
790.887                   -6593.9                   -3326.1                   2.7693                    100.615                   7427.52                   
635.732                   -6235.7                   -3984.1                   2.77051                   100.615                   7427.05                   
473.789                   -5811.2                   -4599.87                  2.77172                   100.616                   7426.53                   
306.768                   -5324.89                  -5166.87                  2.77293                   100.617                   7425.98                   
136.437                   -4781.88                  -5679.05                  2.77414                   100.618                   7425.4                    
-35.3981                  -4187.89                  -6130.92                  2.77535                   100.619                   7424.82                   
-206.907                  -3549.24                  -6517.63                  2.77656                   100.62                    7424.25                   
-376.262                  -2872.7                   -6835.01                  2.77777                   100.622                   7423.7                    
-541.658                  -2165.47                  -7079.63                  2.77899                   100.624                   7423.19                   
-701.325                  -1435.08                  -7248.84                  2.7802                    100.625                   7422.73                   
-801.983                  -947.837                  -7317.88                  2.78099                   100.627                   7422.46                   
-917.672                  -358.835                  -7356.48                  2.78194                   100.628                   7422.17                   
-1019.8                   190.653                   -7349.07                  2.78283                   100.63                    7421.94                   
-1146.06                  916.043                   -7275.22                  2.784                     100.631                   7421.69                   
-1264.44                  1654.99                   -7123.26                  2.7852                    100.633                   7421.5                    
-1369.8                   2378.85                   -6895.04                  2.78641                   100.635                   7421.38                   
-1460.6                   3077.53                   -6593.29                  2.78763                   100.636                   7421.32                   
-1535.85                  3743.29                   -6221.33                  2.78884                   100.638                   7421.32                   
-1594.74                  4369.01                   -5783.19                  2.79005                   100.639                   7421.37                   
-1636.66                  4948.04                   -5283.59                  2.79126                   100.64                    7421.46                   
-1661.16                  5474.24                   -4727.91                  2.79247                   100.641                   7421.58                   
-1668                     5942.05                   -4122.1                   2.79368                   100.642                   7421.72                   
-1657.12                  6346.55                   -3472.65                  2.79489                   100.642                   7421.86                   
-1628.64                  6683.51                   -2786.46                  2.7961                    100.642                   7422                      
-1582.89                  6949.4                    -2070.85                  2.7973                    100.643                   7422.13                   
-1520.34                  7141.45                   -1333.39                  2.79851                   100.643                   7422.25                   
-1441.67                  7257.69                   -581.897                  2.79972                   100.643                   7422.33                   
-1347.72                  7296.9                    175.699                   2.80093                   100.643                   7422.39                   
-1239.47                  7258.69                   931.405                   2.80213                   100.643                   7422.43                   
-1118.07                  7143.48                   1677.24                   2.80334                   100.643                   7422.43                   
-984.784                  6952.47                   2405.33                   2.80455                   100.643                   7422.41                   
-841.027                  6687.65                   3108                      2.80576                   100.643                   7422.38                   
-688.307                  6351.81                   3777.8                    2.80696                   100.644                   7422.33                   
-528.232                  5948.44                   4407.63                   2.80817                   100.644                   7422.28                   
-362.491                  5481.79                   4990.81                   2.80938                   100.645                   7422.23                   
-192.835                  4956.74                   5521.11                   2.81059                   100.646                   7422.21                   
-21.0606                  4378.85                   5992.86                   2.8118                    100.647                   7422.2                    
151.009                   3754.2                    6401                      2.81301                   100.648                   7422.24                   
321.542                   3089.41                   6741.14                   2.81422                   100.65                    7422.32                   
488.72                    2391.55                   7009.59                   2.81543                   100.651                   7422.44                   
650.757                   1668.04                   7203.44                   2.81665                   100.653                   7422.63                   
805.919                   926.598                   7320.58                   2.81786                   100.655                   7422.87                   
952.543                   175.149                   7359.71                   2.81907                   100.656                   7423.17                   
1089.06                   -578.266                  7320.4                    2.82028                   100.658                   7423.52                   
1213.99                   -1325.57                  7203.04                   2.82149                   100.66                    7423.93                   
1326.02                   -2058.77                  7008.89                   2.82271                   100.662                   7424.38                   
1423.93                   -2770                     6740.04                   2.82392                   100.663                   7424.86                   
1506.68                   -3451.67                  6399.38                   2.82513                   100.665                   7425.37                   
1573.39                   -4096.48                  5990.59                   2.82634                   100.666                   7425.89                   
1623.36                   -4697.57                  5518.06                   2.82756                   100.667                   7426.41                   
1656.06                   -5248.55                  4986.89                   2.82877                   100.668                   7426.9                    
1671.15                   -5743.57                  4402.77                   2.82998                   100.669                   7427.36                   
